step,loss
501,0.5821424126625061
502,0.16991887986660004
503,0.33875229954719543
504,0.07756093889474869
505,0.09050600230693817
506,0.16149312257766724
507,0.34032341837882996
508,0.15709301829338074
509,0.16132542490959167
510,0.13822458684444427
511,0.17441701889038086
512,0.11809676140546799
513,0.19501036405563354
514,0.13544395565986633
515,0.08131279051303864
516,0.4965227246284485
517,0.15020513534545898
518,0.23530113697052002
519,0.4079259932041168
520,0.24476367235183716
521,0.17275294661521912
522,0.22777453064918518
523,0.2317626178264618
524,0.1763904094696045
525,0.3967795968055725
526,0.18831971287727356
527,0.4841185212135315
528,0.46527546644210815
529,0.3215106427669525
530,0.2798363268375397
531,0.10801781713962555
532,0.1307705044746399
533,1.0513921976089478
534,0.2104203701019287
535,0.4214572310447693
536,0.38606956601142883
537,0.34751400351524353
538,0.48462599515914917
539,0.07622461020946503
540,0.3608478903770447
541,0.35720735788345337
542,0.26388320326805115
543,0.37482327222824097
544,0.12886075675487518
545,0.5365376472473145
546,0.12507982552051544
547,0.237659752368927
548,0.21903789043426514
549,0.12098629772663116
550,0.20325541496276855
551,0.12211358547210693
552,0.19322001934051514
553,0.1350923627614975
554,0.14682118594646454
555,0.41505753993988037
556,0.17851676046848297
557,0.48826995491981506
558,0.26659446954727173
559,0.5137679576873779
560,0.2964611053466797
561,0.1617545336484909
562,0.41240671277046204
563,0.10174237936735153
564,0.17806631326675415
565,0.34362345933914185
566,0.1638013869524002
567,0.20505134761333466
568,0.5061408281326294
569,0.36950647830963135
570,0.19432353973388672
571,0.16161049902439117
572,0.60819411277771
573,0.37725216150283813
574,0.16654644906520844
575,0.10722581297159195
576,0.1419861912727356
577,0.6623851656913757
578,0.2955198287963867
579,0.4522666335105896
580,0.06734047085046768
581,0.1931793987751007
582,0.14480836689472198
583,0.5810133814811707
584,0.42033472657203674
585,0.2178354412317276
586,0.3466583490371704
587,0.1874951273202896
588,0.17447999119758606
589,0.34046024084091187
590,0.3695565164089203
591,0.15957731008529663
592,0.10587848722934723
593,0.2813051640987396
594,0.4129177927970886
595,0.46143078804016113
596,0.4101142883300781
597,0.3521232604980469
598,0.20117859542369843
599,0.10095607489347458
600,0.16807080805301666
601,0.33644625544548035
602,0.19336141645908356
603,0.4020741581916809
604,0.27385592460632324
605,0.226284459233284
606,0.3210165500640869
607,0.12184599041938782
608,0.4314904510974884
609,0.150601327419281
610,0.08252573758363724
611,0.09011302888393402
612,0.22228318452835083
613,0.18831562995910645
614,0.20209228992462158
615,0.4233826994895935
616,0.3549724519252777
617,0.40913987159729004
618,0.2903174161911011
619,0.08230327814817429
620,0.14122134447097778
621,0.18975970149040222
622,0.2625071406364441
623,0.15938720107078552
624,0.46267274022102356
625,0.4184117019176483
626,0.19785945117473602
627,0.2925536632537842
628,0.1687702238559723
629,0.6398398280143738
630,0.14106158912181854
631,0.1781635284423828
632,0.38149362802505493
633,0.29036641120910645
634,0.34986358880996704
635,0.1860693097114563
636,0.2659122943878174
637,0.23879341781139374
638,0.12920378148555756
639,0.15916907787322998
640,0.32264623045921326
641,0.273394912481308
