episode,reward
1,6.383332600386251
2,4.467407769844565
3,4.391539163400715
4,4.479352840437388
5,4.565978435341524
6,4.737283307222317
7,1.4190843741827597
8,1.6576252495255828
9,1.5909758796265856
10,0.19965334999961049
11,1.775454645851858
12,0.9687213946846216
13,1.1022281933037021
14,2.3261009701191044
15,6.19739002617784
16,1.6952473630174043
17,1.10649917986286
18,1.5851244879795021
19,1.3974500502330356
20,2.3163865960324324
21,-1
22,-1
23,-1
24,3.7587803670948228
25,3.996724462261448
26,-1
27,-1
28,-1
29,7.974801439558844
30,-1
31,-1
32,-1
33,0.724683132045858
34,0.9939371802777222
35,0.48756006247767303
36,3.669234726138871
37,1.0956841269436968
38,0.9629893532459917
39,1.7458196078758568
40,5.3457152314124965
41,1.5644471553874393
42,0.9220672070591531
43,4.726925958814521
44,4.0647904353642
45,0.5117563807381389
46,0.5363719341132036
47,1.995615251919352
48,0.41436002966707197
49,0.8598647607353276
50,0.4475727193108645
51,0.42806096865037535
52,0.5225613207071536
53,3.245002478240763
54,-1
55,-1
56,-1
57,2.959618134641893
58,-1
59,-1
60,-1
61,2.434824319103202
62,2.336734144630761
63,1.4662643318791533
64,-1
65,-1
66,-1
67,2.4890123169518055
68,0.9351024032424242
69,0.5194122675011588
70,1.7115328342637586
71,1.5580114932241695
72,2.318791614268026
73,2.6969063229800003
74,2.3196680614161056
75,2.2486384644546034
76,1.0968820701209308
77,0.11564064020377263
78,0.7988570387430631
79,1.7702565554525638
80,4.7060872394335345
81,1.285318218625644
82,0.3230472317743849
83,1.2800905750631855
84,2.1924612002199404
85,0.883797566717019
86,1.3127429717246568
87,1.4770843602892945
88,1.1117402833598025
89,1.3874708065261352
90,2.669299559126345
91,8.236067480389371
92,1.119953569726119
93,1.3531500338936469
94,1.0968703921310863
95,6.732856725476374
96,1.4811850435324847
97,1.2163110818755394
98,0.3645669100740714
99,0.9551451774429456
100,0.7009621460225426
101,0.29400890279976766
102,0.6951121432230449
103,1.2653732336217627
104,0.34569765391378837
105,1.778106184376171
106,0.17613349518352828
107,-0.10010556952080174
108,-0.41330587229853255
109,-0.14884457915204885
