step,loss
501,4.478494644165039
502,13.798480987548828
503,15.82392692565918
504,15.864410400390625
505,24.592670440673828
506,24.536649703979492
507,21.29147720336914
508,24.047163009643555
509,25.02682876586914
510,19.319835662841797
511,20.25612449645996
512,22.052003860473633
513,12.82270622253418
514,18.439117431640625
515,21.649898529052734
516,21.950119018554688
517,24.324554443359375
518,26.028182983398438
519,19.927549362182617
520,15.29885482788086
521,27.028043746948242
522,19.379199981689453
523,19.08001708984375
524,23.874670028686523
525,16.66844940185547
526,28.491785049438477
527,18.852275848388672
528,13.355823516845703
529,24.0479736328125
530,18.728084564208984
531,12.737600326538086
532,23.124908447265625
533,25.326223373413086
534,17.89409637451172
535,17.247516632080078
536,34.119720458984375
537,12.019206047058105
538,23.008182525634766
539,6.364356517791748
540,6.819990634918213
541,22.776371002197266
542,12.025067329406738
543,21.603351593017578
544,15.5022611618042
545,12.787888526916504
546,21.2729549407959
547,17.21953582763672
548,15.671392440795898
549,4.999361038208008
550,11.530455589294434
551,20.757328033447266
552,8.58956527709961
553,9.570962905883789
554,9.081537246704102
555,7.6327104568481445
556,9.21681022644043
557,11.338134765625
558,12.092878341674805
559,9.258391380310059
560,4.121485233306885
561,7.627037048339844
562,5.7211384773254395
563,8.126550674438477
564,9.050148010253906
565,6.376742839813232
566,5.518548011779785
567,7.050590515136719
568,7.108015060424805
569,6.447864532470703
570,7.041059970855713
571,3.2135372161865234
572,3.051482677459717
573,3.356384515762329
574,4.9213361740112305
575,4.897376537322998
576,6.306735038757324
577,4.80649995803833
578,2.885890007019043
579,1.8677198886871338
580,3.7116193771362305
581,2.22273588180542
582,5.195274829864502
583,4.108588695526123
584,2.263915777206421
585,5.770683765411377
586,3.3702497482299805
587,5.443142890930176
588,4.611260890960693
589,5.242889881134033
590,4.95612096786499
591,3.5376429557800293
592,3.185199737548828
593,3.1388001441955566
594,6.70196533203125
595,4.179424285888672
596,3.086559295654297
597,6.987244606018066
598,5.769247055053711
599,6.996992111206055
600,4.3130879402160645
601,7.191715240478516
602,7.733471870422363
603,4.484978675842285
604,8.089658737182617
605,5.135128974914551
606,5.8186140060424805
607,7.103664875030518
608,5.906436920166016
609,2.843674659729004
610,7.111973762512207
611,3.342271566390991
612,3.8349387645721436
613,7.558095932006836
614,7.50364875793457
615,9.84121322631836
616,5.782286167144775
617,8.178085327148438
618,9.273120880126953
619,6.543526649475098
620,2.7132062911987305
621,5.076172351837158
622,5.555909633636475
623,5.828614711761475
624,7.176660537719727
625,5.883706092834473
626,8.004822731018066
627,3.078833818435669
628,3.884016990661621
629,5.366793632507324
630,6.037487030029297
631,8.596829414367676
632,4.342787265777588
633,6.666447639465332
634,5.915537357330322
635,7.760666847229004
636,7.210029602050781
637,7.578912734985352
638,9.279169082641602
639,3.087284803390503
640,6.124904155731201
641,5.338502407073975
642,8.570337295532227
643,6.853784561157227
644,3.759157180786133
645,3.6888022422790527
646,5.916499137878418
647,4.009831428527832
648,6.726337432861328
649,4.95766544342041
650,8.296409606933594
651,6.981067657470703
652,9.593453407287598
653,12.119535446166992
654,11.153422355651855
655,5.858501434326172
656,3.9337098598480225
657,8.527931213378906
658,8.431962013244629
659,11.781225204467773
660,15.032678604125977
661,6.310965061187744
662,5.34454345703125
663,8.59227466583252
664,9.170751571655273
665,6.836568832397461
666,11.203493118286133
667,6.479775428771973
668,8.511341094970703
669,13.754146575927734
670,7.326697826385498
671,7.649473190307617
672,6.795930862426758
673,11.021900177001953
674,6.383372783660889
675,9.51901626586914
676,13.77105712890625
677,4.944073677062988
678,7.197222709655762
679,14.117321014404297
680,7.806281089782715
681,6.897454738616943
682,6.608797073364258
683,10.917898178100586
684,9.278881072998047
685,7.476845741271973
686,11.048574447631836
687,9.61795425415039
688,9.312884330749512
689,13.562936782836914
690,9.632881164550781
691,24.493799209594727
692,19.540481567382812
693,10.348406791687012
694,15.1412353515625
695,22.47169303894043
696,17.845918655395508
697,20.020877838134766
698,23.08364486694336
699,18.991558074951172
700,16.94304847717285
701,32.01783752441406
702,8.519479751586914
703,21.756235122680664
704,18.050556182861328
705,6.267595291137695
706,24.582365036010742
707,19.368162155151367
708,14.003044128417969
709,9.915878295898438
710,12.014469146728516
711,27.449363708496094
712,22.95388412475586
713,40.19943618774414
714,16.534297943115234
715,13.761764526367188
716,12.266202926635742
717,10.477158546447754
718,10.664013862609863
719,33.0922966003418
720,33.18024444580078
721,22.36457061767578
722,33.18404006958008
723,29.819049835205078
724,39.56414031982422
725,49.31460952758789
726,26.984792709350586
727,23.967655181884766
728,35.429447174072266
729,48.83656311035156
730,37.27050018310547
731,60.97908020019531
732,52.479530334472656
733,77.18672180175781
734,52.704132080078125
735,83.16050720214844
736,75.33806610107422
737,81.07906341552734
738,138.65414428710938
739,47.61699295043945
740,57.384063720703125
741,89.29965209960938
742,82.212646484375
743,145.24888610839844
744,70.90059661865234
