episode,reward
1,16.612461285263922
2,7.853931107049206
3,4.833261534828931
4,7.014308188247286
5,3.255481243773791
6,3.7100532627702583
7,1.3412843425251268
8,0.9330923756193836
9,0.12747276422228748
10,1.478368203021585
11,1.0934399611517724
12,0.34558862632720766
13,2.0941561447021226
14,2.2837645555738155
15,3.8019205081002836
16,1.4920605925035426
17,4.332283578572948
18,6.27556142945778
19,1.4356453931583015
20,0.34295382096358473
21,3.6431770736817723
22,-1
23,-1
24,-1
25,2.179346311587279
26,1.3862170222441907
27,9.569981116418838
28,1.1084428371460984
29,2.11427862547719
30,1.5632173064742156
31,0.16356482283673301
32,0.6716202137037282
33,1.5865946785586225
34,1.7028424249738148
35,1.9314630123605112
36,1.7351228371590248
37,0.7821766240723624
38,0.9810634981267283
39,1.5241175485920144
40,1.4476348457936035
41,1.2273479041051418
42,0.7104621836766876
43,7.526614414782893
44,-1
45,-1
46,-1
47,0.6482127114321188
48,0.27311641698403033
49,1.443657633568609
50,1.2124902497877423
51,0.9752867485146663
52,1.8294832442028386
53,7.8250461192353296
54,1.5639281019874827
55,-1
56,-1
57,-1
58,7.453666964227036
59,4.237492540198229
60,6.636251457751758
61,1.53853524564849
62,1.4471668161951698
63,1.4878962352921419
64,0.30178976453533846
65,1.5785523786707882
66,2.6490171784321386
67,1.9849620165260595
68,0.5024502724345559
69,1.1181644179924524
70,0.8676171859721342
71,-1
72,-1
73,-1
74,0.9850461205540133
75,0.737127917627243
76,1.169204496126555
77,-1
78,-1
79,-1
80,1.8586808426860926
81,1.0661717314592232
82,1.3420347227043021
83,1.8275950525817795
84,1.2821919617695747
85,0.7921524177848702
86,0.9499052765786182
87,0.5437741015681288
88,0.349383035958043
89,0.8767140111645235
90,0.5045647190377485
91,1.0027320959057064
92,1.3344433662352793
93,0.48677956321506444
94,1.4900004750804574
95,0.4151829076421316
96,1.3303414861239733
97,1.1810811447154084
98,0.5331105055173075
99,0.9289326811769247
100,1.5475002639697224
101,1.0470508897530482
102,0.1729788508207355
103,0.8566493143957963
104,0.8394180063365435
105,1.2863108610114966
106,0.42343411514590357
107,0.8523641712225045
108,0.454607714330014
109,0.93480392451435
110,0.3535189145472657
111,0.9349122791193352
112,1.0913072112648212
113,3.360199063480832
114,1.7612091716607012
115,1.860037410363348
116,1.7854610659332222
117,6.337898481782253
118,1.398868684368098
119,2.0422012463185193
120,1.494677747628892
121,1.4223935709712587
122,1.6853580816733755
123,0.6159328513536468
124,1.3435979842330545
125,0.6952043678271469
126,1.1467305162439754
127,1.770350044749148
128,1.1617214355353078
129,1.5568829715048853
130,1.5283935439127343
131,2.852995263982013
132,1.3286534796496263
133,1.5266375777455417
134,2.451664157957096
135,0.71833463752791
136,0.8074661540287023
137,1.377801056004548
138,5.433054274290383
139,2.4332415330105195
140,2.2737853972382207
141,2.0448616199738914
142,6.902043599230288
143,1.8936506160423976
144,0.944811918952706
145,1.174314261916603
146,0.43049025910811967
147,0.7405961592776855
148,0.9648558840558046
149,1.1414519563557608
150,2.857658276036499
151,-1
152,-1
153,-1
154,2.095408002036338
155,1.0393111225084048
156,5.760805202651884
157,1.3225308202440753
158,1.3816660314462874
159,2.0278022432234994
160,-1
161,-1
162,-1
163,0.28320584586835773
164,1.1835363315930922
165,0.9152917830083513
166,0.776018589562804
167,0.9519642719069537
168,1.4837349545707221
169,4.9849797673441705
170,6.731921565732097
171,1.5543056379328295
172,0.6844822306620078
173,1.774740647794712
174,0.7834196160626785
175,1.117113981148968
176,1.6583666959684957
177,1.4085145559951324
178,1.1490442271082815
179,1.8298130092040932
180,1.8319621347912607
181,1.2173475989919753
182,1.444188071481645
183,1.5279436780341036
184,1.7880035357261366
185,2.0124981853113537
186,1.9389941671498492
187,0.47430538287262114
188,1.3480600464805264
189,2.6200380387822633
190,1.8330324398902502
191,1.0644119059907506
192,1.4686428679809316
193,2.093997416573093
194,2.1982120328151606
195,1.4240709121701398
196,1.1948106252253843
197,0.7985853599052899
198,1.4198415706593939
199,1.3411825723551392
200,1.0391435040531096
201,1.613546695264998
202,1.2471669410251485
203,1.0208400464124585
204,2.440187370850294
205,-1
206,-1
207,-1
208,0.5066405425580947
209,0.7576350598125101
210,0.7483312413828742
211,0.9415084595465562
212,0.40285619027501496
213,0.8321347884128361
214,0.8017164371994567
215,1.2506864171989607
216,1.1587564619922524
217,0.5294573270010428
218,0.8692784808699128
219,0.648917265838902
220,0.4301639056794553
221,0.45434814175657134
222,0.9899679294917259
223,-1
224,-1
225,-1
226,3.534595031917682
227,4.1588888044868435
228,0.38427759395073924
229,2.0863771089698164
230,1.2261918606500224
231,0.5177740827506241
232,0.4431059307830769
233,1.0353984986781537
234,1.2014684766670531
235,0.8802342282502646
236,0.9110713891062594
237,1.4038941663912086
238,1.1242585532962766
239,-1
240,-1
241,-1
242,4.48220773902855
243,0.5447523919667465
244,1.4630743979860457
245,0.9681303544521542
246,1.7375597070852664
247,1.042193962067064
248,0.822025324015303
249,0.6975535693462303
250,1.2031904442136026
251,1.1196091465475666
252,0.5673978858733038
253,2.0302081165091623
254,-1
255,-1
256,-1
257,0.22260958073361836
258,5.9614955433555625
259,2.0565743998446306
260,8.541909761768126
261,0.5343053778571782
262,0.5613246920333237
263,-1
264,-1
265,-1
266,0.5190731106928677
267,0.9556089157276229
268,1.223365983694535
269,0.412660880147554
270,0.7941578134605956
271,1.0138449665633704
272,1.2139798351513464
273,0.39477744270922144
274,0.8718212195290811
275,0.4527615920606789
276,1.1698037564229042
277,2.0253835735108376
278,4.671497613905455
279,1.5256075160326685
280,1.2299337276599562
281,1.51183037855886
282,3.8556720991397384
283,1.253579185610893
284,4.5427771231771565
285,1.3017345557785154
286,6.10705029882928
287,-1
288,-1
289,-1
290,3.921531457803958
291,0.48657281226172633
292,0.7912873330007526
293,0.6529765686513174
294,1.2309463552415174
295,2.660073107656865
296,0.431203800490511
297,0.8175819002218077
298,0.9426744040117714
299,0.6142656269663376
300,0.7650178171237918
301,1.146127774426538
302,0.7327402202389561
303,1.069043471590951
304,0.7336351228560387
305,0.8325934324998496
306,1.435605531383052
307,1.9291987805981674
308,-1
309,-1
310,-1
311,4.146087139275399
312,5.636897826604363
313,1.4029255542141579
314,1.5550811742339041
